alert_id,timestamp,alert_source,alert_type,severity,description,endpoint_id,endpoint_type,operating_system,user_role,department,endpoint_risk_score,user_risk_score,source_ip,destination_ip,country,process_name,parent_process,command_line,authentication_result,previous_alert_count,previous_incident_count,similar_alert_count,historical_false_positive_rate,historical_incident_rate,analyst_disposition,confirmed_incident,incident_type,investigation_reason,ground_truth,novelty_test_flag
A00064,2026-01-06 16:52:34,Email Security,Phishing Email,Low,"Email security engine flagged a message with spoofed sender domain on PC-0074, during business hours.",PC-0074,Cloud VM,Ubuntu 24.04,Employee,HR,62,22,10.164.239.59,10.170.101.174,Germany,svchost.exe,services.exe,svchost.exe (flagged by behavioral detection rule),Not Applicable,0,0,1,0.39,0.66,True Incident,Yes,Phishing,Privilege escalation validated by IR team,True Incident,No
A00065,2026-01-06 17:02:17,Cloud Security,Impossible Travel,Medium,"Login observed from Australia shortly after login from Canada on PC-0052, correlated with parent process outlook.exe.",PC-0052,Employee Laptop,Windows 11,IT Support,IT,17,38,138.251.144.148,10.34.38.145,Australia,python.exe,outlook.exe,python.exe (flagged by behavioral detection rule),Failed,0,0,2,0.41,0.57,True Incident,Yes,Credential Theft,Credential theft indicators observed,True Incident,No
A00066,2026-01-06 18:15:12,Email Security,Phishing Email,Medium,"Email containing suspicious link/attachment delivered to Engineering mailbox on PC-0027, involving process wscript.exe.",PC-0027,Cloud VM,Ubuntu 22.04,Developer,Engineering,40,35,10.173.232.136,192.168.221.228,United Kingdom,wscript.exe,cmd.exe,wscript.exe (flagged by behavioral detection rule),Not Applicable,1,0,2,0.48,0.47,True Incident,Yes,Phishing,Ransomware behavior detected,True Incident,No
A00067,2026-01-06 21:58:45,IDS,Port Scan,Low,"Sequential connection attempts across multiple ports detected from 192.168.181.229 on PC-0052, on host running Windows 11.",PC-0052,Employee Laptop,Windows 11,Developer,Engineering,17,19,192.168.181.229,192.168.78.49,United States,svchost.exe,outlook.exe,"svchost.exe (routine execution, no notable arguments)",Not Applicable,1,1,3,0.98,0.03,False Positive,No,Authorized Administration,Recurring vendor maintenance window,False Positive,No
A00068,2026-01-07 07:44:27,Firewall,Port Scan,Low,"Sequential connection attempts across multiple ports detected from 10.138.119.240 on PC-0131, during business hours.",PC-0131,Database Server,Red Hat Enterprise Linux,Database Administrator,Engineering,67,33,10.138.119.240,192.168.181.7,India,outlook.exe,cmd.exe,"outlook.exe (routine execution, no notable arguments)",Not Applicable,0,0,3,0.86,0.13,False Positive,No,Benign Activity,IT-managed patch deployment triggered the rule,False Positive,No
A00069,2026-01-07 08:42:06,SIEM,Suspicious DNS Query,Low,"High-entropy DNS query pattern suggestive of tunneling on PC-0202, involving process java.exe.",PC-0202,Developer Workstation,Ubuntu 22.04,Employee,Operations,36,23,192.168.62.42,192.168.61.241,Australia,java.exe,explorer.exe,"java.exe (routine execution, no notable arguments)",Not Applicable,0,0,2,0.79,0.21,False Positive,No,Approved Script,Recurring vendor maintenance window,False Positive,No
A00070,2026-01-07 09:27:23,Firewall,Port Scan,Medium,"Network scanning behavior observed targeting internal subnet on PC-0131, in the Operations environment.",PC-0131,Database Server,Red Hat Enterprise Linux,Employee,Operations,67,24,10.51.181.93,192.168.33.112,United States,python.exe,explorer.exe,"python.exe (routine execution, no notable arguments)",Not Applicable,1,0,5,0.86,0.15,False Positive,No,Scheduled Task,Expected login behavior,False Positive,No
A00071,2026-01-07 10:24:30,EDR,Suspicious PowerShell,Low,"PowerShell script execution flagged by EDR behavioral rule on PC-0018, correlated with parent process cmd.exe.",PC-0018,Database Server,Windows Server 2022,Database Administrator,Engineering,81,40,10.19.31.153,Unknown,India,powershell.exe,cmd.exe,"powershell.exe -Command ""Get-Process""",Not Applicable,4,2,2,0.76,0.23,False Positive,No,Authorized Administration,Scheduled backup generated the alert,False Positive,No
A00072,2026-01-07 16:08:29,IDS,Port Scan,Low,"Network scanning behavior observed targeting internal subnet on PC-0181, on host running Windows 10.",PC-0181,Employee Laptop,Windows 10,Employee,Operations,23,34,192.168.135.160,10.13.169.8,United States,wscript.exe,cmd.exe,"wscript.exe (routine execution, no notable arguments)",Not Applicable,1,0,6,0.84,0.12,True Incident,Yes,Unauthorized Access,Suspicious process chain confirmed despite low historical incident rate for this alert pattern,True Incident,No
A00073,2026-01-07 17:41:09,IAM,Multiple Failed Logins,Low,"Repeated authentication failures observed from 10.212.225.35 on PC-0116, correlated with parent process services.exe. — pattern not previously observed for this endpoint/alert-type combination",PC-0116,Developer Workstation,Ubuntu 22.04,Developer,Engineering,34,35,10.212.225.35,192.168.0.80,India,java.exe,services.exe,"java.exe (routine execution, no notable arguments)",Failed,4,1,1,0.72,0.29,False Positive,No,Scheduled Task,Developer running approved deployment script,False Positive,Yes
A00074,2026-01-08 06:02:18,IAM,Suspicious Login,High,"Login from unfamiliar device/browser fingerprint on PC-0133, per IAM rule set.",PC-0133,Web Server,Ubuntu 24.04,Employee,Finance,56,43,192.168.206.73,192.168.53.64,India,chrome.exe,cmd.exe,chrome.exe (flagged by behavioral detection rule),Success,2,0,3,0.71,0.33,True Incident,Yes,Unauthorized Access,Persistence mechanism confirmed on host,True Incident,No
A00075,2026-01-08 06:03:53,IAM,Suspicious Login,Medium,"Login from unfamiliar device/browser fingerprint on PC-0124, on host running Red Hat Enterprise Linux.",PC-0124,Production Server,Red Hat Enterprise Linux,Employee,Sales,63,26,192.168.17.192,192.168.197.162,United Kingdom,svchost.exe,services.exe,"svchost.exe (routine execution, no notable arguments)",MFA Failure,1,1,0,0.63,0.33,False Positive,No,Approved Script,Known security scanner triggered the rule,False Positive,No
A00076,2026-01-08 09:44:37,SIEM,Multiple Failed Logins,Medium,"Repeated authentication failures observed from 192.168.207.116 on PC-0119, in the Engineering environment.",PC-0119,Employee Laptop,Windows 10,Developer,Engineering,26,19,192.168.207.116,192.168.232.160,Canada,wscript.exe,winword.exe,"wscript.exe (routine execution, no notable arguments)",Multiple Failed,0,0,1,0.69,0.34,False Positive,No,Legitimate Software,IT-managed patch deployment triggered the rule,False Positive,No
A00077,2026-01-08 09:51:01,Email Security,Phishing Email,Medium,"Email security engine flagged a message with spoofed sender domain on PC-0165, correlated with parent process explorer.exe.",PC-0165,Database Server,Windows Server 2022,DevOps Engineer,Engineering,86,48,10.13.64.25,10.234.56.31,Singapore,cmd.exe,explorer.exe,cmd.exe (flagged by behavioral detection rule),Not Applicable,5,1,3,0.5,0.54,True Incident,Yes,Phishing,Persistence mechanism confirmed on host,True Incident,No
A00078,2026-01-08 10:52:12,IAM,Multiple Failed Logins,High,"Repeated authentication failures observed from 192.168.77.145 on PC-0052, per IAM rule set.",PC-0052,Employee Laptop,Windows 11,Developer,Engineering,17,38,192.168.77.145,192.168.24.205,United States,python.exe,Unknown,"python.exe (routine execution, no notable arguments)",Failed,2,1,4,0.76,0.28,False Positive,No,Authorized Administration,Whitelisted internal tool flagged by generic signature,False Positive,No
A00079,2026-01-08 16:24:40,EDR,Unusual Process Execution,Medium,"Process execution chain deviates from historical baseline on PC-0118, per EDR rule set.",PC-0118,Employee Laptop,Windows 10,Developer,Engineering,12,16,192.168.205.76,10.215.243.120,India,rundll32.exe,explorer.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,0,0,3,0.61,0.43,False Positive,No,Security Tool Noise,Legitimate software update,False Positive,No
A00080,2026-01-08 17:14:05,EDR,Unusual Process Execution,Medium,"Uncommon process spawned by explorer.exe on Developer Workstation on PC-0085, associated with employee account.",PC-0085,Developer Workstation,Ubuntu 24.04,Employee,Operations,26,10,10.124.200.202,10.214.200.152,United States,rundll32.exe,explorer.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,0,0,6,0.7,0.28,False Positive,No,Expected User Behavior,Developer running approved deployment script,False Positive,No
A00081,2026-01-08 20:41:11,Antivirus,Malware Detection,Critical,"Endpoint protection flagged a known malware family on host on PC-0066, correlated with parent process explorer.exe.",PC-0066,Cloud VM,Ubuntu 24.04,Developer,Engineering,60,28,10.167.5.164,10.159.52.198,India,unknown_binary.exe,explorer.exe,[quarantined-file-hash].exe (signature match: generic trojan),Not Applicable,1,0,3,0.33,0.63,True Incident,Yes,Malware,Privilege escalation validated by IR team,True Incident,No
A00082,2026-01-09 03:24:28,SIEM,Multiple Failed Logins,High,"15 failed login attempts detected for account within 15 minutes on PC-0130, on host running Red Hat Enterprise Linux.",PC-0130,Database Server,Red Hat Enterprise Linux,Developer,Engineering,75,51,192.168.218.150,10.249.149.58,India,python.exe,services.exe,"python.exe (routine execution, no notable arguments)",Failed,1,0,2,0.78,0.19,False Positive,No,Scheduled Task,Approved remote administration,False Positive,No
A00083,2026-01-09 08:05:31,SIEM,Suspicious DNS Query,High,"High-entropy DNS query pattern suggestive of tunneling on PC-0045, correlated with parent process winword.exe.",PC-0045,Developer Workstation,Ubuntu 22.04,HR User,HR,22,25,10.128.182.22,10.248.124.150,United Kingdom,cmd.exe,winword.exe,"cmd.exe (routine execution, no notable arguments)",Not Applicable,0,0,3,0.77,0.23,False Positive,No,Security Tool Noise,Whitelisted internal tool flagged by generic signature,False Positive,No
A00084,2026-01-09 08:37:26,IDS,Port Scan,Medium,"Network scanning behavior observed targeting internal subnet on PC-0165, during business hours.",PC-0165,Database Server,Windows Server 2022,IT Support,IT,86,30,192.168.122.93,192.168.215.209,India,java.exe,outlook.exe,"java.exe (routine execution, no notable arguments)",Not Applicable,6,2,4,0.94,0.07,False Positive,No,Approved Script,Approved remote administration,False Positive,No
A00085,2026-01-09 10:47:49,SIEM,Abnormal Network Traffic,Medium,"Unusual protocol usage detected on Cloud VM on PC-0115, in the Engineering environment. — pattern not previously observed for this endpoint/alert-type combination",PC-0115,Cloud VM,Ubuntu 22.04,Developer,Engineering,48,35,192.168.14.187,10.129.183.210,India,python.exe,winword.exe,"python.exe (routine execution, no notable arguments)",Not Applicable,1,1,3,0.14,0.88,False Positive,No,Expected User Behavior,Legitimate software update,False Positive,Yes
A00086,2026-01-09 10:53:48,Email Security,Phishing Email,Low,"Email security engine flagged a message with spoofed sender domain on PC-0133, per Email Security rule set.",PC-0133,Web Server,Ubuntu 24.04,Finance User,Finance,56,34,10.255.45.86,10.116.162.213,Singapore,mshta.exe,winword.exe,"mshta.exe (routine execution, no notable arguments)",Not Applicable,3,1,2,0.37,0.69,False Positive,No,Authorized Administration,Approved remote administration,False Positive,No
A00087,2026-01-09 11:05:09,SIEM,Multiple Failed Logins,High,"5 failed login attempts detected for account within 5 minutes on PC-0137, associated with employee account.",PC-0137,Employee Laptop,Windows 11,Employee,Sales,15,16,10.57.97.149,Unknown,Australia,wscript.exe,winword.exe,"wscript.exe (routine execution, no notable arguments)",Failed,0,0,5,0.62,0.38,False Positive,No,Scheduled Task,Expected login behavior,False Positive,No
A00088,2026-01-09 12:21:22,Cloud Security,Suspicious Login,Medium,"Login from unfamiliar device/browser fingerprint on PC-0057, associated with finance user account.",PC-0057,Cloud VM,Ubuntu 22.04,Finance User,Finance,43,51,10.20.125.141,10.140.13.127,United States,java.exe,winword.exe,"java.exe (routine execution, no notable arguments)",MFA Success,0,0,2,0.65,0.38,False Positive,No,Benign Activity,Legitimate software update,False Positive,No
A00089,2026-01-09 13:12:30,EDR,Unusual Process Execution,Medium,"Process execution chain deviates from historical baseline on PC-0018, associated with employee account.",PC-0018,Database Server,Windows Server 2022,Employee,Sales,81,29,192.168.98.106,10.204.198.192,United Kingdom,rundll32.exe,winword.exe,rundll32.exe javascript:[redacted],Not Applicable,5,2,1,0.61,0.32,True Incident,Yes,Malware,Persistence mechanism confirmed on host,True Incident,No
A00090,2026-01-09 14:05:03,IDS,Port Scan,Low,"Sequential connection attempts across multiple ports detected from 192.168.243.138 on PC-0200, during business hours.",PC-0200,Web Server,Ubuntu 24.04,Security Analyst,Security,55,7,192.168.243.138,10.116.178.184,Australia,chrome.exe,explorer.exe,"chrome.exe (routine execution, no notable arguments)",Not Applicable,1,0,3,0.84,0.19,False Positive,No,Security Tool Noise,Approved remote administration,False Positive,No
A00091,2026-01-09 15:22:09,EDR,Suspicious PowerShell,Low,"PowerShell script execution flagged by EDR behavioral rule on PC-0071, during business hours.",PC-0071,Cloud VM,Windows Server 2022,Database Administrator,IT,52,38,192.168.32.175,10.141.129.243,United States,powershell.exe,explorer.exe,powershell.exe -ExecutionPolicy Bypass -File deploy.ps1,Not Applicable,0,0,3,0.9,0.05,False Positive,No,Authorized Administration,IT-managed patch deployment triggered the rule,False Positive,No
A00092,2026-01-09 15:31:12,Firewall,Port Scan,Medium,"Sequential connection attempts across multiple ports detected from 192.168.3.249 on PC-0130, per Firewall rule set.",PC-0130,Database Server,Red Hat Enterprise Linux,Employee,Management,75,21,192.168.3.249,192.168.183.151,Australia,chrome.exe,outlook.exe,"chrome.exe (routine execution, no notable arguments)",Not Applicable,2,0,7,0.78,0.25,False Positive,No,Authorized Administration,Known security scanner triggered the rule,False Positive,No
A00093,2026-01-09 15:53:38,IDS,Command and Control,High,"Network traffic matches known C2 communication pattern on PC-0052, associated with database administrator account.",PC-0052,Employee Laptop,Windows 11,Database Administrator,IT,17,50,104.198.208.98,36.175.93.25,United States,svchost.exe,python.exe,svchost.exe -k netsvcs (beaconing to [redacted-external-host]),Not Applicable,3,1,1,0.2,0.84,True Incident,Yes,Command and Control,Command-and-control beaconing confirmed,True Incident,No
A00094,2026-01-09 16:37:03,IAM,Multiple Failed Logins,Medium,"8 failed login attempts detected for account within 30 minutes on PC-0160, on host running Windows 10.",PC-0160,Employee Laptop,Windows 10,Security Analyst,Security,23,19,10.31.30.175,10.86.0.247,United States,svchost.exe,services.exe,svchost.exe (flagged by behavioral detection rule),Multiple Failed,3,2,7,0.76,0.18,True Incident,Yes,Brute Force,Unauthorized login confirmed,True Incident,No
A00095,2026-01-09 18:42:55,IAM,Multiple Failed Logins,High,"Repeated authentication failures observed from 192.168.90.229 on PC-0040, in the HR environment.",PC-0040,Employee Laptop,Windows 11,Employee,HR,21,20,192.168.90.229,10.90.76.209,Canada,svchost.exe,explorer.exe,"svchost.exe (routine execution, no notable arguments)",Failed,1,1,6,0.67,0.35,False Positive,No,Benign Activity,Expected login behavior,False Positive,No
A00096,2026-01-09 21:51:03,Firewall,Abnormal Network Traffic,Medium,"Traffic volume deviates significantly from endpoint baseline on PC-0072, on host running Windows 11.",PC-0072,Developer Workstation,Windows 11,Employee,Management,43,23,192.168.172.241,10.199.229.242,India,outlook.exe,outlook.exe,outlook.exe (flagged by behavioral detection rule),Not Applicable,0,0,2,0.59,0.42,True Incident,Yes,Data Exfiltration,Ransomware behavior detected,True Incident,No
